2019-03-07 10:07:30.232987,491,629
2019-03-07 10:17:30.268659,490,626
2019-03-07 10:27:30.320667,485,628
2019-03-07 10:37:30.353908,498,629
2019-03-07 10:47:30.393606,481,635
2019-03-07 10:57:30.429366,465,653
2019-03-07 11:07:30.466618,486,668
2019-03-07 11:17:30.505313,451,664
2019-03-07 11:27:30.549803,472,654
2019-03-07 11:37:30.604323,470,660
2019-03-07 11:47:30.648193,456,659
2019-03-07 11:57:30.687880,466,676
2019-03-07 12:07:30.719259,482,676
2019-03-07 12:17:30.756346,456,668
2019-03-07 12:27:30.808046,467,656
2019-03-07 12:37:30.864833,456,647
2019-03-07 12:47:30.911217,460,645
2019-03-07 12:57:30.951314,446,624
2019-03-07 13:07:30.991785,451,677
2019-03-07 13:17:31.019456,460,671
2019-03-07 13:27:31.066060,433,648
2019-03-07 13:37:31.103765,440,659
2019-03-07 13:47:31.140399,428,648
2019-03-07 13:57:31.167927,439,643
2019-03-07 14:07:31.207915,451,639
2019-03-07 14:17:31.241661,440,634
2019-03-07 14:27:31.280132,435,629
2019-03-07 14:37:31.320309,426,634
2019-03-07 14:47:31.357669,424,631
2019-03-07 14:57:31.387735,426,631
2019-03-07 15:07:31.420575,431,633
2019-03-07 15:17:31.460279,433,632
2019-03-07 15:27:31.501933,434,626
2019-03-07 15:37:31.542990,426,623
2019-03-07 15:47:31.586602,433,623
2019-03-07 15:57:31.632588,431,614
2019-03-07 16:07:31.670666,443,619
2019-03-07 16:17:31.713601,439,622
2019-03-07 16:27:31.753809,451,621
2019-03-07 16:37:31.794483,443,623
2019-03-07 16:47:31.833362,440,621
2019-03-07 16:57:31.873510,462,619
2019-03-07 17:07:31.914529,461,621
2019-03-07 17:17:31.958268,460,621
2019-03-07 17:27:31.999190,473,623
2019-03-07 17:37:32.038816,479,619
2019-03-07 17:47:32.082649,475,623
2019-03-07 17:57:32.124652,498,390
2019-03-07 18:07:32.162524,498,415
2019-03-07 18:17:32.204029,489,420
2019-03-07 18:27:32.245799,478,428
2019-03-07 18:37:32.286155,465,429
2019-03-07 18:47:32.339120,454,434
2019-03-07 18:57:32.380302,445,438
2019-03-07 19:07:32.423203,438,439
2019-03-07 19:17:32.466866,433,442
2019-03-07 19:27:32.505315,429,436
2019-03-07 19:37:32.547768,424,440
2019-03-07 19:47:32.590513,421,442
2019-03-07 19:57:32.631720,418,442
2019-03-07 20:07:32.670863,416,445
2019-03-07 20:17:32.714665,413,447
2019-03-07 20:27:32.753630,410,454
2019-03-07 20:37:32.794603,413,458
2019-03-07 20:47:32.829630,410,458
2019-03-07 20:57:32.864391,408,458
2019-03-07 21:07:32.898770,409,459
2019-03-07 21:17:32.941772,415,459
2019-03-07 21:27:32.987808,427,457
2019-03-07 21:37:33.030321,439,458
2019-03-07 21:47:33.074592,454,458
2019-03-07 21:57:33.119510,467,458
2019-03-07 22:07:33.162345,470,457
2019-03-07 22:17:33.205635,477,457
2019-03-07 22:27:33.250880,478,457
2019-03-07 22:37:33.293133,479,458
2019-03-07 22:47:33.334595,481,456
2019-03-07 22:57:33.378773,483,455
2019-03-07 23:07:33.421119,484,456
2019-03-07 23:17:33.462690,488,454
2019-03-07 23:27:33.503335,491,452
2019-03-07 23:37:33.545075,499,453
2019-03-07 23:47:33.585859,504,453
2019-03-07 23:57:33.630469,509,453
2019-03-08 00:07:33.672753,510,451
2019-03-08 00:17:33.712603,512,452
2019-03-08 00:27:33.746922,512,451
2019-03-08 00:37:33.787992,513,451
2019-03-08 00:47:33.828866,515,450
2019-03-08 00:57:33.870202,517,450
2019-03-08 01:07:33.911091,522,450
2019-03-08 01:17:33.952799,522,450
2019-03-08 01:27:33.985221,525,448
2019-03-08 01:37:34.027286,526,449
2019-03-08 01:47:34.068633,529,449
2019-03-08 01:57:34.111270,531,447
2019-03-08 02:07:34.153799,535,448
2019-03-08 02:17:34.188109,537,447
2019-03-08 02:27:34.230813,540,446
2019-03-08 02:37:34.274415,541,446
2019-03-08 02:47:34.315220,543,446
2019-03-08 02:57:34.356581,544,446
2019-03-08 03:07:34.397610,543,446
2019-03-08 03:17:34.440011,543,445
2019-03-08 03:27:34.483981,544,446
2019-03-08 03:37:34.527291,544,446
2019-03-08 03:47:34.570133,544,446
2019-03-08 03:57:34.611080,545,447
2019-03-08 04:07:34.652944,545,444
2019-03-08 04:17:34.694203,546,442
2019-03-08 04:27:34.734917,547,442
2019-03-08 04:37:34.773145,547,442
2019-03-08 04:47:34.820490,547,433
2019-03-08 04:57:34.862382,548,438
2019-03-08 05:07:34.903657,545,417
2019-03-08 05:17:34.945048,545,443
2019-03-08 05:27:34.983445,546,440
2019-03-08 05:37:35.027617,547,442
2019-03-08 05:47:35.068503,547,440
2019-03-08 05:57:35.105417,548,440
2019-03-08 06:07:35.146670,549,440
2019-03-08 06:17:35.188403,550,438
2019-03-08 06:27:35.230025,550,436
2019-03-08 06:37:35.273387,550,438
2019-03-08 06:47:35.315620,551,440
2019-03-08 06:57:35.356103,552,439
2019-03-08 07:07:35.397930,552,439
2019-03-08 07:17:35.438951,551,437
2019-03-08 07:27:35.479504,557,436
2019-03-08 07:37:35.520254,557,432
2019-03-08 07:47:35.564726,558,430
2019-03-08 07:57:35.607670,558,431
2019-03-08 08:07:35.651107,561,428
2019-03-08 08:17:35.693803,563,428
2019-03-08 08:27:35.729289,564,426
2019-03-08 08:37:35.772756,565,424
2019-03-08 08:47:35.812808,569,418
2019-03-08 08:57:35.854823,566,417
2019-03-08 09:07:35.893863,562,395
2019-03-08 09:17:35.938779,562,413
2019-03-08 09:27:35.981276,565,410
2019-03-08 09:37:36.021864,567,377
2019-03-08 09:47:36.060835,562,399
2019-03-08 09:57:36.093050,560,396
2019-03-08 10:07:36.130650,557,392
2019-03-08 10:17:36.174672,556,389
2019-03-08 10:27:36.219214,549,384
2019-03-08 10:37:36.260550,550,381
2019-03-08 10:47:36.299621,545,356
2019-03-08 10:57:36.337011,541,354
2019-03-08 11:07:36.380173,535,345
2019-03-08 11:17:36.425012,535,342
2019-03-08 11:27:36.466737,532,339
2019-03-08 11:37:36.513791,532,336
2019-03-08 11:47:36.550290,529,337
2019-03-08 11:57:36.593411,495,336
2019-03-08 12:07:36.638530,475,338
2019-03-08 12:17:36.682976,463,339
2019-03-08 12:27:36.727083,458,339
